,Price,Beds,Baths,Postal_Code,City,Latitude,Longitude,Cluster
1448,789900,2,3,L6S 2P2,Brampton,43.7379,-79.726,3
1449,429000,3,2,M6L 3E7,North York ,43.7137,-79.4869,2
1450,649000,1,2,L5J 2Y4,Mississauga,43.5102,-79.6296,2
1451,665000,1,1,M8Y 4H5,Etobicoke,43.6325,-79.4939,2
1453,1100000,3,3,L6H 0G6,Oakville,43.4881,-79.7098,1
1454,720000,3,2,M8Z 1R6,Etobicoke,43.6256,-79.5231,3
1455,389900,2,1,M9R 2K5,Etobicoke,43.6898,-79.5582,1
1456,599000,3,2,L5B 3C3,Mississauga,43.5771,-79.6306,2
1457,619999,2,2,L4M 0J2,Barrie,44.4001,-79.6663,3
1458,568000,2,1,L4S 0E9,Richmond Hill ,43.8985,-79.4143,3
1459,399900,1,1,M1H 3H8,Scarborough,43.7686,-79.2389,1
1460,579000,3,1,M1P 2S1,Scarborough,43.7612,-79.2707,3
1461,699000,3,3,L1L 0R1,Oshawa,43.9581,-78.8972,1
1462,599900,2,2,M4J 3R7,Toronto,43.6872,-79.3368,3
1463,399900,2,1,M1B 2L2,Scarborough,43.8113,-79.193,3
1464,799000,3,1,M6K 1E4,Toronto,43.6383,-79.4301,1
1465,1998000,3,3,M5J 0E1,Toronto,43.623,-79.3936,1
1466,655000,2,1,M4S 1Z7,Toronto,43.702,-79.3853,0
1467,629900,2,1,M5V 3Z9,Toronto,43.6404,-79.3995,0
1468,688000,2,2,M2N 7A2,Willowdale,43.7673,-79.4111,0
1469,649900,2,2,M5A 0K7,Toronto,43.6555,-79.3626,3
1471,784999,3,2,M6K 3R9,Toronto,43.6383,-79.4301,2
1472,750000,2,2,M5J 2Y5,Toronto,43.623,-79.3936,2
1473,699998,2,2,M6A 3B7,North York ,43.7223,-79.4504,0
1474,747000,1,1,L8M 1K2,Hamilton,43.2441,-79.8359,2
1476,579000,1,1,M5T 2W7,Toronto,43.6541,-79.3978,1
1477,649900,3,4,K2J 4E6,Nepean,45.2691,-75.7518,0
1478,499900,3,1,K2P 2E6,Ottawa,45.4166,-75.6904,3
1479,999900,3,3,L8E 5C5,Hamilton,43.2245,-79.6988,3
1482,1489000,5,3,N9C 0B9,Windsor,42.2767,-83.0793,2
1484,528000,5,2,K9J 3P2,Peterborough,44.3104,-78.2396,2
1485,1000000,4,2,L5J 4B2,Mississauga,43.5102,-79.6296,3
1486,1699000,3,4,M6S,Toronto,43.6512,-79.4828,2
1487,1399900,4,4,L5C 1M8,Mississauga,43.5624,-79.6504,2
1488,849000,4,2,M6N,York,43.6748,-79.4839,2
1489,1249900,4,3,N5V 5C6,London,43.0233,-81.1643,3
1490,2400000,4,3,L6H 0G6,Oakville,43.4881,-79.7098,3
1491,1049000,3,3,L6M 0T7,Oakville,43.4464,-79.7593,2
1492,1450000,4,2,M6N,York,43.6748,-79.4839,2
1493,899900,5,2,M1T 1A4,Scarborough,43.7812,-79.3036,1
1494,2099000,5,3,M6S,Toronto,43.6512,-79.4828,2
1496,849900,4,2,L9W 1L1,Orangeville,43.9702,-80.016,2
1498,1299000,3,3,M6N,York,43.6748,-79.4839,1
1499,1249900,3,1,M6S,Toronto,43.6512,-79.4828,2
1500,1399000,3,1,L6L 2P6,Oakville,43.4032,-79.7186,0
1501,1299000,3,3,L6H 7B8,Oakville,43.4881,-79.7098,3
1502,2800000,4,3,L6J 6X8,Oakville,43.4757,-79.6591,0
1506,1788000,4,3,L6C 2R5,Markham,43.9045,-79.3392,3
1507,7995000,4,6,L4S 1N5,Richmond Hill ,43.8985,-79.4143,1
1511,999999,3,3,L3X 2T1,Newmarket,44.0433,-79.4912,2
1512,988888,4,4,M5A 2J1,Toronto,43.6555,-79.3626,2
1516,999000,3,3,L1R 2X0,Whitby,43.9215,-78.9412,0
1517,799990,4,2,L1G 6L4,Oshawa,43.9233,-78.8684,1
1518,799900,2,2,M4L 1C2,Toronto,43.6693,-79.3155,2
1519,1399000,2,1,M1M 1C7,Scarborough,43.7247,-79.2312,1
1520,899000,4,2,M1E 3C2,Scarborough,43.7678,-79.1866,3
1521,1099000,6,4,L1R 1H2,Whitby,43.9215,-78.9412,3
1522,349000,2,1,L1B 1A1,Bowmanville,43.9235,-78.5457,3
1523,1799900,5,2,M4L 1T9,Toronto,43.6693,-79.3155,1
1524,1999000,5,5,L1W 2G9,Pickering,43.8197,-79.0803,0
1525,2849000,6,5,M4J 2P4,Toronto,43.6872,-79.3368,3
1526,899000,4,3,L1N 6A3,Whitby,43.8721,-78.9273,1
1527,1688888,5,5,M2N 4S5,Willowdale,43.7673,-79.4111,3
1528,1849000,3,2,M5N 1B1,Toronto,43.7113,-79.4195,3
1530,999900,7,3,M4N 1X2,Toronto,43.7301,-79.3935,1
1532,1180000,5,3,M2H 1S9,North York ,43.8015,-79.3577,2
1533,6800000,6,6,M3C 2N2,Don Mills ,43.7334,-79.3329,1
1534,589000,2,2,N1R 2J2,Cambridge,43.3666,-80.2239,3
1535,699999,3,4,L1G 1B5,Oshawa,43.9233,-78.8684,2
1537,699000,4,2,L5J 1L8,Mississauga,43.5102,-79.6296,0
1538,529900,1,1,L6R 2W8,Brampton,43.7592,-79.7605,2
1539,479000,1,1,M6E 4Y2,York,43.6889,-79.4507,0
1540,539900,1,1,M6P,Toronto,43.6605,-79.4633,2
1541,600000,1,1,M6M 1T9,York,43.6934,-79.4857,0
1542,529800,2,1,L5L 3N1,Mississauga,43.5373,-79.6903,2
1543,499900,1,1,L7M 0H6,Burlington,43.4342,-79.8701,2
1544,619900,2,1,M8X 2M6,Etobicoke,43.6518,-79.5076,3
1545,649900,2,1,M9C 5S3,Etobicoke,43.6437,-79.5767,3
1547,1375000,4,3,M4K 1E8,Toronto,43.6803,-79.3538,3
1549,599999,3,3,L4C 5E2,Richmond Hill ,43.8669,-79.4414,1
1550,799000,2,2,L6C 1P8,Markham,43.9045,-79.3392,2
1551,499000,2,1,L4S 0E9,Richmond Hill ,43.8985,-79.4143,2
1553,899999,3,3,L3P 7Y6,Markham,43.8769,-79.2686,2
1555,399900,3,1,L1J 3T9,Oshawa,43.8852,-78.8771,2
1556,499000,2,1,L1C 0C6,Bowmanville,43.9714,-78.7095,2
1557,499000,3,2,M1K 5J3,Scarborough,43.7298,-79.2639,2
1558,849000,2,2,M9R 3V7,Etobicoke,43.6898,-79.5582,0
1560,599900,2,2,M2J 1M4,North York ,43.7801,-79.3479,2
1562,700000,1,1,M5S 2S3,Toronto,43.6629,-79.3987,1
1563,599000,1,1,M5V 4A1,Toronto,43.6404,-79.3995,2
1565,629000,2,1,M5T 2W5,Toronto,43.6541,-79.3978,2
1567,769000,2,1,M6K 3R9,Toronto,43.6383,-79.4301,3
1569,799000,2,2,M5V 1K1,Toronto,43.6404,-79.3995,2
1570,1299000,2,2,M4T 1X3,Toronto,43.6899,-79.3853,3
1571,899000,3,2,M2P 2E3,North York ,43.75,-79.3978,2
1572,549000,1,1,M4Y 1X7,Toronto,43.6656,-79.383,3
1574,699900,3,2,M6H 3M8,Toronto,43.6655,-79.4378,2
1575,1499000,5,4,N2R 0A4,Kitchener,43.3849,-80.487,1
1576,899900,5,5,L2V 4Y6,St. Catharines ,43.1142,-79.2035,1
1578,1149900,4,4,L6V 4K2,Brampton,43.7059,-79.7626,2
1579,1879900,5,3,L5G 1T1,Mississauga,43.5647,-79.5852,3
1580,1998000,3,4,L6C 1P8,Markham,43.9045,-79.3392,2
1581,1499888,5,5,L1K 0C8,Oshawa,43.9251,-78.8287,2
1583,799000,3,1,M5B 2L1,Toronto,43.6572,-79.3783,1
1584,899999,4,4,L7L 1N3,Burlington,43.3799,-79.7668,2
1586,899000,4,3,L3S 3P7,Markham,43.8486,-79.2617,2
1588,1650000,4,4,L7M 0N6,Burlington,43.4342,-79.8701,2
1589,899000,4,3,M1P 3Z1,Scarborough,43.7612,-79.2707,2
1590,1928000,4,2,L4E 5B9,Richmond Hill ,43.9394,-79.4349,2
1591,1599000,6,5,L6B 0L9,Markham,43.9007,-79.2175,0
1593,1370000,4,4,M4C 4L2,East York ,43.6913,-79.3116,2
1594,1498000,5,4,M6C 1X3,York,43.6915,-79.4307,1
1595,360900,1,1,K1P 6A9,Ottawa,45.4225,-75.7026,3
1596,479990,2,1,P7A 8C7,Thunder Bay ,48.4601,-89.2035,1
1597,499900,2,1,M9R 3V7,Etobicoke,43.6898,-79.5582,3
1598,450000,3,2,M3N 2K7,North York ,43.7568,-79.521,3
1599,479000,1,1,M9W 6T4,Etobicoke,43.7144,-79.5909,2
1600,668888,3,2,M9W 2N8,Etobicoke,43.7144,-79.5909,3
1604,649990,7,3,N3S 2E3,Brant,43.1394,-80.2357,2
1605,2100000,4,3,L9V 1B6,Orangeville,43.9597,-80.1079,2
1606,489000,3,2,N1H 5W4,Guelph,43.5588,-80.3004,1
1607,749900,3,3,L2M 7C4,St. Catharines ,43.196,-79.2161,2
1608,1295000,7,3,N2A 1C1,Kitchener,43.4413,-80.4246,0
1610,599900,4,2,M6H 1N7,Toronto,43.6655,-79.4378,1
1612,985000,4,2,L5J 4B2,Mississauga,43.5102,-79.6296,3
1613,1499000,3,1,L6K 2S2,Oakville,43.4396,-79.6878,2
1614,1299000,7,4,L6Y 1Z4,Brampton,43.6249,-79.7876,3
1615,1199000,4,3,L6L 6A4,Oakville,43.4032,-79.7186,3
1616,1099900,6,2,L6W 2L4,Brampton,43.68,-79.7273,1
1617,2499000,5,4,M8V 2X4,Toronto,43.6075,-79.5013,3
1618,1299000,4,3,M8Y 1B7,Etobicoke,43.6325,-79.4939,3
1619,6995000,13,14,M6K 1L7,Toronto,43.6383,-79.4301,0
1621,4850000,4,4,L6J 4V5,Oakville,43.4757,-79.6591,0
1622,1899000,4,4,L7R 1J2,Burlington,43.375,-79.8434,0
1624,828000,3,2,L0K 1B0,Lake Simcoe ,44.6233,-79.1235,0
1625,849900,3,4,N1E 0G1,Guelph,43.5677,-80.2418,0
1627,1899000,5,4,L6C 1A3,Markham,43.9045,-79.3392,2
1628,519000,3,2,K7K 2Y5,Kingston,44.2569,-76.4717,1
1632,999000,3,3,P3C 2V9,Greater Sudbury ,46.5133,-81.0225,2
1633,1299000,6,4,L1X 2K5,Pickering,43.8558,-79.0972,3
1634,769000,3,3,L1Z 0H6,Ajax,43.8773,-79.0055,1
1635,1199900,5,4,M1L 3H1,Scarborough,43.7122,-79.2843,2
1636,899900,9,4,L1J 0A1,Oshawa,43.8852,-78.8771,0
1638,988000,5,4,M1E 4P6,Scarborough,43.7678,-79.1866,1
1640,1188800,4,3,M1E 4N1,Scarborough,43.7678,-79.1866,2
1641,799000,4,2,L1M 1B0,Whitby,43.9566,-78.9779,2
1642,5998800,6,7,M2L 1L3,North York ,43.7547,-79.3764,2
1643,6280000,5,5,M4W 1J4,Toronto,43.6827,-79.373,3
1644,1345000,2,2,M6H 3L8,Toronto,43.6655,-79.4378,1
1645,2698000,6,4,M2J 2P9,North York ,43.7801,-79.3479,0
1646,410000,1,2,N2J 4V2,Waterloo,43.504,-80.5366,0
1647,334900,2,1,K2C 3G1,Ottawa,45.3679,-75.7381,3
1648,959900,3,2,M6S 5B5,Toronto,43.6512,-79.4828,0
1649,1500000,4,5,N5P 1Z1,St. Thomas ,42.7779,-81.1769,3
1650,559900,3,2,M9C 3S6,Etobicoke,43.6437,-79.5767,3
1651,288800,2,1,M3N 2S6,North York ,43.7568,-79.521,2
1652,749000,2,2,M6S 5B5,Toronto,43.6512,-79.4828,3
1653,525500,2,1,M9A 5G1,Etobicoke,43.6662,-79.5282,0
1655,648000,2,2,L4C 3L3,Richmond Hill ,43.8669,-79.4414,1
1656,499800,2,1,M1H 1H9,Scarborough,43.7686,-79.2389,1
1657,749888,2,2,M1E 1N9,Scarborough,43.7678,-79.1866,3
1658,388000,3,2,M1C 0C7,Scarborough,43.7878,-79.1564,1
1660,2248000,3,3,M5V 1J4,Toronto,43.6404,-79.3995,2
1663,836000,2,2,M4P 2C9,Toronto,43.7135,-79.3887,1
1664,799000,2,2,M5V 3N1,Toronto,43.6404,-79.3995,1
1665,489000,1,1,M2N 7H4,Willowdale,43.7673,-79.4111,1
1666,799900,2,1,K2K 3A7,Kanata,45.3704,-75.9198,2
1667,639000,1,1,M5V 2V6,Toronto,43.6404,-79.3995,2
1670,1269000,3,3,L5A 3R8,Mississauga,43.5883,-79.6091,0
1673,649900,5,2,N1R 2V5,Cambridge,43.3666,-80.2239,3
1674,449900,2,2,N3T 5B1,Brant,43.131,-80.3254,0
1675,599900,3,2,L8T 1P9,Hamilton,43.2199,-79.8286,2
1678,799000,3,2,N1R 8M5,Cambridge,43.3666,-80.2239,3
1681,659000,3,3,K7L 1G2,Kingston,44.2955,-76.428,1
1682,1099000,4,4,L6R 0C1,Brampton,43.7592,-79.7605,1
1684,1800000,3,3,M5V 1M7,Toronto,43.6404,-79.3995,3
1685,1199000,7,3,L4T 1V9,Mississauga,43.7139,-79.6434,3
1686,1455999,6,3,L4T 4J3,Mississauga,43.7139,-79.6434,0
1687,1248000,4,2,M6S,Toronto,43.6512,-79.4828,0
1689,999990,7,3,L4T 4M1,Mississauga,43.7139,-79.6434,2
1690,1599000,4,4,L6B 0S1,Markham,43.9007,-79.2175,2
1694,4950000,6,8,L4C 0A6,Richmond Hill ,43.8669,-79.4414,3
1696,829900,2,2,N1R 1W5,Cambridge,43.3666,-80.2239,2
1697,899900,3,4,N6G 3M2,London,43.0147,-81.3049,1
1699,3600000,9,4,M4E 1G3,Toronto,43.6784,-79.2941,2
1700,1299000,6,5,L1K 2P6,Oshawa,43.9251,-78.8287,2
1701,699000,4,2,L1H,Oshawa,43.9721,-78.8837,2
1702,999000,5,4,M4L 1Z6,Toronto,43.6693,-79.3155,2
1703,1398000,3,2,M4M 3C9,Toronto,43.6561,-79.3406,2
1705,1588800,4,3,M5S 1G6,Toronto,43.6629,-79.3987,1
1706,1280000,4,2,M3A 1E9,North York ,43.7545,-79.33,2
1707,4000000,10,6,M4R 1S7,Toronto,43.7143,-79.4065,1
1708,1098000,4,4,M6R 2B2,Toronto,43.6469,-79.4521,3
1709,598000,2,2,M9V 5C7,Etobicoke,43.7432,-79.5876,3
1710,899900,2,1,M6P,Toronto,43.6605,-79.4633,2
1711,599000,2,1,L7L 7H7,Burlington,43.3799,-79.7668,1
1712,999900,3,2,K1V 6J3,Ottawa,45.3281,-75.6719,3
1713,549000,1,1,M9B 2R5,Etobicoke,43.6505,-79.5517,3
1714,789990,2,2,L5E 1V4,Mississauga,43.5836,-79.561,1
1715,569000,2,2,M9W 7H3,Etobicoke,43.7144,-79.5909,0
1716,749900,3,2,L4C 5E2,Richmond Hill ,43.8669,-79.4414,3
1717,699999,3,2,L3R 0M3,Markham,43.8479,-79.3288,0
1718,549000,1,1,M9R 3V7,Etobicoke,43.6898,-79.5582,0
1719,749999,3,2,L1V 2B8,Pickering,43.8605,-79.1618,0
1720,599900,2,1,M4X 1K2,Toronto,43.6684,-79.3689,0
1721,499000,2,2,M5B 1M1,Toronto,43.6572,-79.3783,3
1722,1528000,2,2,K7M 3E1,Kingston,44.2411,-76.5788,2
1723,2395000,2,2,M5R 3V5,Toronto,43.6736,-79.4035,3
1724,650000,2,1,M5V 1J4,Toronto,43.6404,-79.3995,1
1725,669000,1,1,M5J 0B5,Toronto,43.623,-79.3936,1
1726,579000,1,1,M2N 7L6,Willowdale,43.7673,-79.4111,2
1727,629000,2,1,M5V 1A9,Toronto,43.6404,-79.3995,2
1728,2295000,5,4,M8Z 1N7,Etobicoke,43.6256,-79.5231,3
1729,1399000,3,2,M6S,Toronto,43.6512,-79.4828,2
1730,1798880,4,5,M9P 2C3,Etobicoke,43.6949,-79.5323,2
1733,1288000,4,2,M1T 1M6,Scarborough,43.7812,-79.3036,1
1734,1149000,5,2,M1G 2L6,Scarborough,43.7712,-79.2144,2
1735,519000,2,1,L2G 0C7,Niagara Falls ,43.0696,-79.0818,2
1736,1225000,3,3,M3C 1J3,Don Mills ,43.7334,-79.3329,2
1737,638900,2,1,N7M 1G8,Chatham,42.4238,-82.1183,2
1739,1350000,5,2,L7T 3Z7,Burlington,43.3081,-79.8507,2
1740,588000,2,2,L4N 9C2,Barrie,44.3572,-79.6929,0
1743,998000,3,3,L4C 7A1,Richmond Hill ,43.8669,-79.4414,3
1744,999800,7,2,M1R 2L2,Scarborough,43.7507,-79.3003,3
1745,2395000,6,4,M6H 1L4,Toronto,43.6655,-79.4378,0
1746,799900,3,2,L5B 2T4,Mississauga,43.5771,-79.6306,1
1747,625000,2,3,M9R 3V7,Etobicoke,43.6898,-79.5582,2
1748,999900,4,2,L6E 0H0,Markham,43.9002,-79.2676,1
1751,349900,4,1,N8X 3Y8,Windsor,42.2926,-83.0186,2
1753,2488000,5,3,M8Y 2M2,Etobicoke,43.6325,-79.4939,3
1754,999000,4,4,L6P 2G7,Brampton,43.7942,-79.7021,2
1760,1100000,4,4,L1Z 0H6,Ajax,43.8773,-79.0055,1
1761,1690000,6,4,M2J 3H9,North York ,43.7801,-79.3479,3
1762,449000,1,1,N1H 7R4,Guelph,43.5588,-80.3004,0
1763,599797,3,2,M9V 3A8,Etobicoke,43.7432,-79.5876,0
1764,729900,2,2,L5B 2T4,Mississauga,43.5771,-79.6306,1
1765,847000,2,3,L5M 7M4,Mississauga,43.5637,-79.7202,3
1766,435000,2,1,M9R,Etobicoke,43.6898,-79.5582,0
1767,849900,3,2,M1L 0G9,Scarborough,43.7122,-79.2843,3
1768,1088888,3,2,M6K 3P8,Toronto,43.6383,-79.4301,0
1769,868000,3,2,M2N 7A2,Willowdale,43.7673,-79.4111,2
1770,950000,3,3,L8E 0J7,Hamilton,43.2245,-79.6988,1
1771,799000,3,3,N5R 3P1,St. Thomas ,42.7597,-81.1762,2
1772,599900,5,1,L8V 1T9,Hamilton,43.2266,-79.8499,0
1773,1161000,4,3,L6V 3V6,Brampton,43.7059,-79.7626,0
1774,799900,2,2,M6N,York,43.6748,-79.4839,0
1775,1299999,6,4,L6X 4K9,Brampton,43.6665,-79.8054,3
1776,749900,2,2,L1B 1E2,Bowmanville,43.9235,-78.5457,2
1780,1349000,3,2,M5R 1V7,Toronto,43.6736,-79.4035,2
1781,1990000,6,4,L4S 0B6,Richmond Hill ,43.8985,-79.4143,3
1782,1379000,4,4,L6X 4T7,Brampton,43.6665,-79.8054,1
1785,800000,4,4,K9K 2J6,Peterborough,44.3138,-78.3606,1
1786,899000,5,4,M6N,York,43.6748,-79.4839,0
1787,1699900,4,4,L6M 0G5,Oakville,43.4464,-79.7593,1
1789,3995000,2,4,M4T 3A4,Toronto,43.6899,-79.3853,3
1790,450000,2,1,M4E 2V6,Toronto,43.6784,-79.2941,3
1791,439000,3,2,M3N 2K7,North York ,43.7568,-79.521,2
1792,1798000,4,4,L4Z 1S1,Mississauga,43.6192,-79.6538,2
1793,599999,2,2,M4L 1P3,Toronto,43.6693,-79.3155,1
1794,449900,5,2,N5R 4Y8,St. Thomas ,42.7597,-81.1762,3
1795,599000,4,3,L2R 4A7,St. Catharines ,43.1419,-79.2966,0
1796,2499999,4,3,N6K 4X9,London,42.9536,-81.3418,2
1797,1188900,4,4,M5J 2G2,Toronto,43.623,-79.3936,2
1799,659888,3,2,L8E 5H1,Hamilton,43.2245,-79.6988,0
1800,999000,3,2,L7M 3X6,Burlington,43.4342,-79.8701,2
1801,2288000,3,2,L6K 2S3,Oakville,43.4396,-79.6878,1
1802,2900000,7,6,L6P 1E7,Brampton,43.7942,-79.7021,0
1803,1490000,4,2,L6K 3S4,Oakville,43.4396,-79.6878,3
1805,1589000,6,5,L3Y 7C1,Newmarket,44.0565,-79.4555,0
1807,889999,4,3,L1P 1W7,Whitby,43.8866,-78.975,3
1808,1399000,3,4,M4J 3G8,Toronto,43.6872,-79.3368,2
1809,1399000,5,4,M1V 1P6,Scarborough,43.8177,-79.2819,3
1810,549000,2,1,M9A 5G1,Etobicoke,43.6662,-79.5282,1
1811,999800,2,2,M8V 1A2,Toronto,43.6075,-79.5013,3
1817,750000,3,3,K2E 6N6,Nepean,45.3438,-75.7157,2
1818,799900,2,2,M5S 3A5,Toronto,43.6629,-79.3987,2
1819,1269000,3,2,K1M 2B2,Ottawa,45.4491,-75.6818,0
1824,699900,3,2,M4C 1K4,East York ,43.6913,-79.3116,3
1825,1699900,4,4,L6R 0W1,Brampton,43.7592,-79.7605,1
1828,1449000,4,4,L4H 3Z3,Woodbridge,43.8432,-79.5644,0
1830,3680000,7,6,L4C 7A7,Richmond Hill ,43.8669,-79.4414,0
1832,999000,4,2,L1G 7Y6,Oshawa,43.9233,-78.8684,2
1833,899000,4,2,L1W 1W7,Pickering,43.8197,-79.0803,2
1834,1699000,4,4,L1R 0J2,Whitby,43.9215,-78.9412,1
1835,2100000,5,2,L8G 2E9,Hamilton,43.2164,-79.7423,3
1836,799800,4,2,K2P 2A8,Ottawa,45.4166,-75.6904,1
1837,1949000,5,5,M6C 2R1,York,43.6915,-79.4307,1
1838,2835000,7,5,M2M 1V5,Willowdale,43.7915,-79.4103,3
1841,599000,2,1,M2N 0G2,Willowdale,43.7673,-79.4111,1
1842,1049000,3,2,M2J 4X9,North York ,43.7801,-79.3479,1
1843,725000,1,1,M4W 0A4,Toronto,43.6827,-79.373,3
1844,1288000,3,2,L8R 2Y6,Hamilton,43.2726,-79.8792,3
1845,599000,2,2,M2K 0A4,North York ,43.7797,-79.3813,3
1846,899000,2,2,L1V 1H5,Pickering,43.8605,-79.1618,2
1847,750000,2,2,M4Y 2G8,Toronto,43.6656,-79.383,0
1849,775000,2,2,M5R 2S9,Toronto,43.6736,-79.4035,1
1850,3680000,4,2,P7J 1B6,Thunder Bay ,48.2834,-89.3668,2
1851,1298000,3,3,L6C 3H6,Markham,43.9045,-79.3392,3
1852,1488000,5,4,L3P 7M8,Markham,43.8769,-79.2686,2
1853,1699999,6,4,L6E 1E8,Markham,43.9002,-79.2676,1
1854,1280000,3,1,L4E 2L3,Richmond Hill ,43.9394,-79.4349,2
1855,1268000,3,3,M1W 2S2,Scarborough,43.8016,-79.3216,1
1856,599900,1,1,L1J 6L7,Oshawa,43.8852,-78.8771,1
1857,2720000,5,3,M2L 2S1,North York ,43.7547,-79.3764,3
1858,849900,3,2,M8Y 1T3,Etobicoke,43.6325,-79.4939,1
1859,1199900,3,3,L6M 4V6,Oakville,43.4464,-79.7593,1
1860,1688000,8,5,N2J 4Z2,Waterloo,43.504,-80.5366,0
1864,2999900,4,4,L6L 2B1,Oakville,43.4032,-79.7186,1
1865,3988000,4,6,L5H 3J2,Mississauga,43.5419,-79.6164,3
1866,1499900,4,4,L3P 7M8,Markham,43.8769,-79.2686,1
1867,1498888,4,4,L3C 0C1,Welland,42.9998,-79.2656,3
1868,649900,2,2,L1G 5T9,Oshawa,43.9233,-78.8684,3
1869,439900,1,1,N3T 5B1,Brant,43.131,-80.3254,3
1870,574900,2,1,L4Z 0A9,Mississauga,43.6192,-79.6538,0
1872,1190000,3,2,M9R 3V7,Etobicoke,43.6898,-79.5582,1
1873,950000,2,2,M4Y 1X5,Toronto,43.6656,-79.383,1
1875,649900,3,2,L2N 3N6,St. Catharines ,43.1923,-79.2559,2
1876,1590000,4,3,L2H 0K2,Niagara Falls ,43.1009,-79.1379,0
1879,1499900,4,3,L8J 3T1,Hamilton,43.1836,-79.721,3
1880,790000,5,4,N9B 0B6,Windsor,42.2949,-83.052,3
1882,499000,2,1,K1Y 0H3,Ottawa,45.4023,-75.7329,2
1883,774999,3,2,L8M 1M8,Hamilton,43.2441,-79.8359,1
1889,1249000,5,3,L2V 3H3,St. Catharines ,43.1142,-79.2035,2
1890,469900,2,1,M6J 3A5,Toronto,43.648,-79.4177,0
1891,1100000,4,3,L6Y 5N2,Brampton,43.6249,-79.7876,3
1893,1199900,3,3,L6Z 4P8,Brampton,43.7328,-79.7953,0
1894,2899899,5,2,M8W 1P7,Etobicoke,43.6021,-79.5402,2
1895,2950000,4,3,L5H 3J2,Mississauga,43.5419,-79.6164,2
1896,2999000,4,3,M6L 2V4,North York ,43.7137,-79.4869,1
1899,1999000,6,5,L6P 2X4,Brampton,43.7942,-79.7021,3
1900,899000,4,2,L9W 1S8,Orangeville,43.9702,-80.016,1
1901,1099000,4,2,L7P 1C6,Burlington,43.3806,-79.886,2
1902,2488000,7,5,M3K 1R6,Toronto,43.739,-79.4692,2
1903,2499888,4,5,L5L 2Z5,Mississauga,43.5373,-79.6903,1
1904,2699000,8,6,L5N 6S9,Mississauga,43.5924,-79.7611,0
1905,1149000,5,2,L0L 1T0,Lake Simcoe ,44.4548,-79.7352,1
1911,499000,2,1,L0E 1S0,Lake Simcoe ,44.3199,-79.2778,1
1913,2888000,5,5,K1V 2M1,Ottawa,45.3281,-75.6719,1
1915,1198000,4,4,L3S 1R4,Markham,43.8486,-79.2617,0
1916,2188000,5,5,L4H 4G1,Woodbridge,43.8432,-79.5644,2
1917,999000,4,3,M1W 2K1,Scarborough,43.8016,-79.3216,0
1918,1299000,6,2,L8G 2E9,Hamilton,43.2164,-79.7423,1
1919,1485000,7,4,M1S 4C5,Scarborough,43.7946,-79.2644,3
1920,569000,2,2,L1B 1A6,Bowmanville,43.9235,-78.5457,3
1921,999000,4,2,M1B 1M4,Scarborough,43.8113,-79.193,1
1922,1199999,3,2,M1G 3K5,Scarborough,43.7712,-79.2144,2
1923,1688000,4,3,M2N 0C8,Willowdale,43.7673,-79.4111,2
1925,1588000,5,3,M2R 2R1,Willowdale,43.7786,-79.445,2
1926,499000,2,2,K2B 6Z9,Ottawa,45.3645,-75.7934,2
1927,699000,3,2,L8P 4L6,Hamilton,43.2514,-79.8925,3
1928,629900,3,2,N6G 2V4,London,43.0147,-81.3049,2
1929,299999,1,1,K9J 5R2,Peterborough,44.3104,-78.2396,3
1930,610000,2,2,M3K 0A5,Toronto,43.739,-79.4692,0
1931,979000,2,2,L7T 3P3,Burlington,43.3081,-79.8507,2
1932,849900,2,3,L9W 0A3,Orangeville,43.9702,-80.016,0
1934,625000,2,2,M2J 0G7,North York ,43.7801,-79.3479,2
1935,675000,3,2,L5B 0A1,Mississauga,43.5771,-79.6306,1
1938,399999,2,1,L4M 3C1,Barrie,44.4001,-79.6663,2
1940,807880,3,2,M2N 0G2,Willowdale,43.7673,-79.4111,0
